ConversationID,Filename,PersonID,PersonCrmID,AccountID,AccountCrmID,MediaType,Platform,Date,Duration
683684a2-ece4-43cf-95e3-8d09d02c1f8a,transcript_audio_683684a2-ece4-43cf-95e3-8d09d02c1f8a_1763175629847.txt,433681731,003Vq00000ZcMoBIAV,68119134,001Vq00000Ro7pzIAB,audio,salesloft,2025-11-12T22:41:26.553Z,425000
aac1adcc-080c-4f59-aebb-30d2fae25072,transcript_audio_aac1adcc-080c-4f59-aebb-30d2fae25072_1763175631540.txt,428645649,003Vq00000XzScHIAV,68119378,001fh000003poyoAAA,audio,salesloft,2025-11-12T22:30:47.479Z,133000
e030899f-263f-4c2a-8f36-a71716b03f0f,transcript_audio_e030899f-263f-4c2a-8f36-a71716b03f0f_1763175633002.txt,423146324,003Vq00000Sk8wLIAR,68119370,001fh000003pp1uAAA,audio,salesloft,2025-11-12T22:24:40.835Z,311000
bce5fa85-12e4-4ce6-b96b-8f96c29e2186,transcript_audio_bce5fa85-12e4-4ce6-b96b-8f96c29e2186_1763175634597.txt,423146123,003Vq00000SfZucIAF,68119195,001Vq00000Ro7o7IAB,audio,salesloft,2025-11-12T22:18:09.887Z,133000
2bd2cd19-5ff8-4894-8032-3254cb157fff,transcript_audio_2bd2cd19-5ff8-4894-8032-3254cb157fff_1763175636000.txt,423140700,003Vq00000Sk8cXIAR,68117803,001Vq00000Rm48MIAR,audio,salesloft,2025-11-12T22:13:41.615Z,157000
ba3c7a38-2fd5-4849-b9cf-e10f99aa63ae,transcript_audio_ba3c7a38-2fd5-4849-b9cf-e10f99aa63ae_1763175637400.txt,423145801,003fh000002F9gAAAS,68118964,001fh000004b5RSAAY,audio,salesloft,2025-11-12T20:47:16.422Z,376000
fcc89fd4-e795-4027-9792-8cfabcc0933a,transcript_audio_fcc89fd4-e795-4027-9792-8cfabcc0933a_1763175638911.txt,423145742,003fh000001myV0AAI,68118913,001fh000003ppBaAAI,audio,salesloft,2025-11-12T20:11:08.820Z,120000
d102fdd6-82bd-4eb1-ac2f-c1b52a6dfea6,transcript_audio_d102fdd6-82bd-4eb1-ac2f-c1b52a6dfea6_1763175640337.txt,423145769,003fh000002F0FzAAK,68118930,001fh000004afiOAAQ,audio,salesloft,2025-11-12T19:27:00.182Z,260000
2727522b-af5b-415d-a237-cec5deeeffea,transcript_audio_2727522b-af5b-415d-a237-cec5deeeffea_1763175641882.txt,423145717,003fh000001myJsAAI,68118884,001fh000003pp24AAA,audio,salesloft,2025-11-12T17:31:34.148Z,120000
32c07770-5e40-4b3b-be1b-e12bf3020f42,transcript_audio_32c07770-5e40-4b3b-be1b-e12bf3020f42_1763175643261.txt,433177342,003Vq00000ZMGoMIAX,71076705,001fh000004C8dlAAC,audio,salesloft,2025-11-11T23:06:11.370Z,307000
dce319d8-c5b5-4617-b448-82cf0574a51c,transcript_audio_dce319d8-c5b5-4617-b448-82cf0574a51c_1763175644834.txt,423146098,003Vq00000SfZGRIA3,68119170,001Vq00000Ro7qJIAR,audio,salesloft,2025-11-11T21:33:55.121Z,184000
1c09f07f-cf93-400f-a375-3cf35e6b81dc,transcript_audio_1c09f07f-cf93-400f-a375-3cf35e6b81dc_1763175646259.txt,423228648,003Vq00000SfZFUIA3,68133410,001Vq00000Ro7pAIAR,audio,salesloft,2025-11-11T21:25:28.270Z,143000
163a2ace-8271-4484-8ba0-df619855e555,transcript_audio_163a2ace-8271-4484-8ba0-df619855e555_1763175647766.txt,423146557,003fh0000021Qs6AAE,68119492,001fh000004C8LlAAK,audio,salesloft,2025-11-11T21:12:12.419Z,123000
63347f93-cdcc-4ab9-aaf1-34d9e2c017e6,transcript_audio_63347f93-cdcc-4ab9-aaf1-34d9e2c017e6_1763175649186.txt,423145873,003fh000002OXpkAAG,68119031,001fh000004vNTtAAM,audio,salesloft,2025-11-11T21:06:40.221Z,138000
0f89f2d4-749a-47fc-8f45-c68043de145c,transcript_video_0f89f2d4-749a-47fc-8f45-c68043de145c_1763175650477.txt,432540385,003Vq00000YRJnqIAH,70597467,001Vq00000Ro7loIAB,video,zoom,2025-11-11T19:59:55.586Z,1314336
0c256267-efbe-4c1d-a072-d903a754de89,transcript_audio_0c256267-efbe-4c1d-a072-d903a754de89_1763175652066.txt,433678131,003Vq00000Zai9hIAB,,,audio,salesloft,2025-11-11T19:36:09.550Z,124000
172c1cad-b0a7-4ae3-88c1-e13d49a73d8d,transcript_audio_172c1cad-b0a7-4ae3-88c1-e13d49a73d8d_1763175653451.txt,433617124,003Vq00000ZajQfIAJ,68118969,001fh000004b1pJAAQ,audio,salesloft,2025-11-11T19:17:09.330Z,891000
97101760-9d20-4937-987c-b27a94ec3321,transcript_audio_97101760-9d20-4937-987c-b27a94ec3321_1763175655058.txt,433602230,003Vq00000ZaFM9IAN,,,audio,salesloft,2025-11-11T19:03:07.559Z,136000
d33eba44-3791-4fe0-be83-9d723e30c527,transcript_audio_d33eba44-3791-4fe0-be83-9d723e30c527_1763175656553.txt,423145796,003fh000001myS8AAI,68118968,001fh000003ppAGAAY,audio,salesloft,2025-11-11T17:31:38.006Z,153000
d94de36b-052d-45cb-a708-962ddd916e5b,transcript_audio_d94de36b-052d-45cb-a708-962ddd916e5b_1763175658029.txt,433164673,003Vq00000ZKvPOIA1,,,audio,salesloft,2025-11-11T16:47:03.828Z,567000
fc19335b-c2d1-4376-b081-998309d12c4c,transcript_audio_fc19335b-c2d1-4376-b081-998309d12c4c_1763175659566.txt,423145800,003fh000002F7PQAA0,68118986,001fh000004b4N8AAI,audio,salesloft,2025-11-10T23:02:57.873Z,129000
9128eac0-12c4-4d84-bb90-81ac76905815,transcript_audio_9128eac0-12c4-4d84-bb90-81ac76905815_1763175661028.txt,423145628,003Vq00000Sg2OfIAJ,68118771,001Vq00000RmqoIIAR,audio,salesloft,2025-11-10T22:20:56.374Z,132000
3a2ee26b-4157-468c-b819-a32ecdbb5dd7,transcript_audio_3a2ee26b-4157-468c-b819-a32ecdbb5dd7_1763175662349.txt,433137231,003Vq00000ZJwovIAD,71064642,001Vq00000Rm49JIAR,audio,salesloft,2025-11-10T22:12:22.731Z,177000
f61ae7fb-efdf-4d53-b099-ba21ac5add2a,transcript_audio_f61ae7fb-efdf-4d53-b099-ba21ac5add2a_1763175663735.txt,433136420,003Vq00000ZJtmDIAT,,,audio,salesloft,2025-11-10T22:08:02.182Z,124000
6be2450f-8a42-4dcd-8c0f-0df41601d06d,transcript_audio_6be2450f-8a42-4dcd-8c0f-0df41601d06d_1763175665040.txt,433175881,003Vq00000ZMGBdIAP,,,audio,salesloft,2025-11-10T22:02:30.322Z,243000
4fa2085c-1dee-462c-a5e9-da0ca9762d2a,transcript_audio_4fa2085c-1dee-462c-a5e9-da0ca9762d2a_1763175666433.txt,433175997,003fh000001myj4AAA,,,audio,salesloft,2025-11-10T21:16:28.221Z,259000
052cbb27-f835-40a7-b89d-5d8c15f915e3,transcript_audio_052cbb27-f835-40a7-b89d-5d8c15f915e3_1763175667842.txt,431421705,003Vq00000YW4g1IAD,70616726,001fh000004C8U2AAK,audio,salesloft,2025-11-10T21:09:11.209Z,191000
4e2ae7b7-d26d-45de-9e4c-0dd94c542702,transcript_audio_4e2ae7b7-d26d-45de-9e4c-0dd94c542702_1763175669218.txt,423140688,003Vq00000S9ez1IAB,68117804,001Vq00000RM1hBIAT,audio,salesloft,2025-11-10T20:48:08.744Z,211000
b2ce6ada-f97e-4265-9fb2-026715473947,transcript_audio_b2ce6ada-f97e-4265-9fb2-026715473947_1763175670891.txt,423145852,003fh000002ORnfAAG,68119015,001fh000004vMmJAAU,audio,salesloft,2025-11-10T20:43:39.090Z,145000
91a87469-f5ef-4c2e-b897-783ddd50c80b,transcript_audio_91a87469-f5ef-4c2e-b897-783ddd50c80b_1763175673838.txt,423145813,003fh000002KRpMAAW,68118975,001fh000004ljScAAI,audio,salesloft,2025-11-10T17:13:12.518Z,199000
f6f139c6-bc64-4aca-b625-48da905bce08,transcript_audio_f6f139c6-bc64-4aca-b625-48da905bce08_1763175675555.txt,423145814,003fh000002Juv0AAC,68118973,001fh000004kcmXAAQ,audio,salesloft,2025-11-10T17:10:03.403Z,127000
3341b5d1-3c83-4792-a711-ce2c68ac315f,transcript_audio_3341b5d1-3c83-4792-a711-ce2c68ac315f_1763175677222.txt,433177342,003Vq00000ZMGoMIAX,71076705,001fh000004C8dlAAC,audio,salesloft,2025-11-07T22:29:45.727Z,282000
955ff933-0323-467d-839f-1955e85ed7d0,transcript_audio_955ff933-0323-467d-839f-1955e85ed7d0_1763175678758.txt,433175881,003Vq00000ZMGBdIAP,,,audio,salesloft,2025-11-07T21:46:28.501Z,151000
3c4510fa-4ef4-43e0-9f39-c9fb8e6a869f,transcript_audio_3c4510fa-4ef4-43e0-9f39-c9fb8e6a869f_1763175680152.txt,423145723,003fh000001myFeAAI,68118889,001fh000003pfLpAAI,audio,salesloft,2025-11-07T21:00:09.793Z,289000
5446e6b9-e338-4574-8356-74eff0fccfb6,transcript_audio_5446e6b9-e338-4574-8356-74eff0fccfb6_1763175681525.txt,433165761,003Vq00000ZKtE2IAL,,,audio,salesloft,2025-11-07T20:39:02.195Z,146000
e0dc6399-4a7e-49aa-8626-f0fc73de79c2,transcript_audio_e0dc6399-4a7e-49aa-8626-f0fc73de79c2_1763175682720.txt,433164673,003Vq00000ZKvPOIA1,,,audio,salesloft,2025-11-07T20:32:52.505Z,136000
4f3086ec-4568-43b0-89fd-f5956389dfd4,transcript_audio_4f3086ec-4568-43b0-89fd-f5956389dfd4_1763175686889.txt,423140688,003Vq00000S9ez1IAB,68117804,001Vq00000RM1hBIAT,audio,salesloft,2025-11-07T18:04:55.778Z,188000
ce9dddbf-a7c0-4c76-9e85-848b606aebe4,transcript_audio_ce9dddbf-a7c0-4c76-9e85-848b606aebe4_1763175688245.txt,433139069,003Vq00000ZK21WIAT,,,audio,salesloft,2025-11-07T17:51:51.109Z,123000
ddcddd66-9e2c-4d4f-bd9c-55b0a4887cef,transcript_audio_ddcddd66-9e2c-4d4f-bd9c-55b0a4887cef_1763175689502.txt,433137231,003Vq00000ZJwovIAD,,,audio,salesloft,2025-11-07T17:39:06.537Z,182000
c90acba0-17dd-4bb9-b800-e73a247a18c2,transcript_audio_c90acba0-17dd-4bb9-b800-e73a247a18c2_1763175690938.txt,433136420,003Vq00000ZJtmDIAT,71064088,001Vq00000RnLeNIAV,audio,salesloft,2025-11-07T17:34:10.544Z,131000
d20a041c-0256-4d71-851a-6baa7010a3b3,transcript_audio_d20a041c-0256-4d71-851a-6baa7010a3b3_1763175692330.txt,423146646,003fh000002G4wDAAS,68119638,001fh000004cpwiAAA,audio,salesloft,2025-11-07T17:27:00.484Z,150000
2db54010-239b-48e0-a951-8100a04699be,transcript_audio_2db54010-239b-48e0-a951-8100a04699be_1763175693605.txt,432541217,003Vq00000Z6ZbhIAF,,,audio,salesloft,2025-11-06T22:19:28.206Z,365000
eab19e65-d222-47ac-a389-8c8095dad0c3,transcript_audio_eab19e65-d222-47ac-a389-8c8095dad0c3_1763175694961.txt,423145831,003fh000002Ka6EAAS,68118988,001fh000004lepMAAQ,audio,salesloft,2025-11-06T22:16:27.353Z,167000
6f319fb7-63a9-4428-a223-3a4a7cf5316d,transcript_audio_6f319fb7-63a9-4428-a223-3a4a7cf5316d_1763175696443.txt,423145717,003fh000001myJsAAI,68118884,001fh000003pp24AAA,audio,salesloft,2025-11-06T22:13:38.040Z,155000
a7010d09-fa36-44e2-980a-ca4374deda07,transcript_audio_a7010d09-fa36-44e2-980a-ca4374deda07_1763175697862.txt,423145573,003Vq00000S9jyiIAB,68118764,001Vq00000RMD79IAH,audio,salesloft,2025-11-06T22:05:56.061Z,137000
0eb24a81-dc89-43c4-a165-db8f03291852,transcript_audio_0eb24a81-dc89-43c4-a165-db8f03291852_1763175699383.txt,432509697,003Vq00000Z68y1IAB,70911663,001fh000004C8KtAAK,audio,salesloft,2025-11-06T20:52:47.632Z,151000
a19c96bf-176d-49d8-899c-a28916ad1335,transcript_audio_a19c96bf-176d-49d8-899c-a28916ad1335_1763175700742.txt,423140705,003fh000002KbDZAA0,68117807,001Vq00000Rmqp4IAB,audio,salesloft,2025-11-06T20:35:55.959Z,126000
80dbfb20-4919-4e92-aa10-aebb7406ab40,transcript_audio_80dbfb20-4919-4e92-aa10-aebb7406ab40_1763175702240.txt,431343928,003Vq00000YR6KNIA1,68130670,001fh000004C8XdAAK,audio,salesloft,2025-11-06T19:28:06.848Z,132000
956df954-ea44-42b9-bb3f-652c22099ccf,transcript_audio_956df954-ea44-42b9-bb3f-652c22099ccf_1763175703555.txt,423145869,003fh000002OXg3AAG,68119016,001fh000004uwQbAAI,audio,salesloft,2025-11-06T18:40:23.187Z,161000
9295abed-f017-433b-8ba9-00dbb9e0fc84,transcript_audio_9295abed-f017-433b-8ba9-00dbb9e0fc84_1763175705028.txt,423145873,003fh000002OXpkAAG,68119031,001fh000004vNTtAAM,audio,salesloft,2025-11-06T18:36:32.695Z,207000
739280e8-a198-4eb2-8c68-f01b56a008b7,transcript_audio_739280e8-a198-4eb2-8c68-f01b56a008b7_1763175706364.txt,423145880,003fh000002OY93AAG,68119032,001fh000004vSDNAA2,audio,salesloft,2025-11-06T18:30:37.099Z,140000
fcc8ae6d-a63b-40ba-8065-aca5e58fc59e,transcript_audio_fcc8ae6d-a63b-40ba-8065-aca5e58fc59e_1763175707767.txt,423145830,003fh000002KVXzAAO,68119001,001fh000004m2ZxAAI,audio,salesloft,2025-11-06T18:10:52.327Z,202000
94ee0c5f-8ba2-4f40-a985-846e1342b43a,transcript_audio_94ee0c5f-8ba2-4f40-a985-846e1342b43a_1763175709180.txt,423145568,003Vq00000SexiuIAB,68118762,001Vq00000RmqqmIAB,audio,salesloft,2025-11-06T17:54:15.850Z,181000
9c631669-c0a5-4516-9d49-b6300cd2e8db,transcript_audio_9c631669-c0a5-4516-9d49-b6300cd2e8db_1763175710394.txt,423145871,003fh000002OWqZAAW,68119019,001fh000004vNNTAA2,audio,salesloft,2025-11-06T17:33:46.187Z,231000
60ab5df2-4ca1-4393-893d-c53e181640b4,transcript_video_60ab5df2-4ca1-4393-893d-c53e181640b4_1763175711927.txt,423146551,003fh000002G5nPAAS,68119494,001fh000003pp8vAAA,video,zoom,2025-11-06T16:00:39.598Z,1879456
cf97840c-e820-4e83-82c7-36c2018857c5,transcript_audio_cf97840c-e820-4e83-82c7-36c2018857c5_1763175713891.txt,432147131,003fh000001myjvAAA,70820029,001fh000003ppOnAAI,audio,salesloft,2025-11-05T22:50:08.712Z,189000
f1d95537-5a23-4340-8db5-6e6481f66530,transcript_audio_f1d95537-5a23-4340-8db5-6e6481f66530_1763175715320.txt,423145835,003fh000002FA7aAAG,68119000,001fh000004b0dxAAA,audio,salesloft,2025-11-05T22:27:25.369Z,178000
6a913b59-7e66-4ce7-afb5-1c347d9ef966,transcript_audio_6a913b59-7e66-4ce7-afb5-1c347d9ef966_1763175716758.txt,423140714,003fh000002Q532AAC,68117799,001fh000004z9NUAAY,audio,salesloft,2025-11-05T22:12:22.963Z,142000
529587d3-12c7-480b-9a0d-7068f498a0a9,transcript_audio_529587d3-12c7-480b-9a0d-7068f498a0a9_1763175718238.txt,423146357,003fh000001myGaAAI,68119387,001fh000003pozzAAA,audio,salesloft,2025-11-05T21:56:45.358Z,174000
6be84df9-059d-4709-bbb3-623d8e451adf,transcript_audio_6be84df9-059d-4709-bbb3-623d8e451adf_1763175719682.txt,423145830,003fh000002KVXzAAO,68119001,001fh000004m2ZxAAI,audio,salesloft,2025-11-05T20:52:42.790Z,122000
a900d16c-8653-4e42-abca-b0e26da754b4,transcript_audio_a900d16c-8653-4e42-abca-b0e26da754b4_1763175721019.txt,423145829,003fh000002F8mXAAS,68118994,001fh000004b4okAAA,audio,salesloft,2025-11-05T18:59:34.398Z,324000
059b7c41-6e5b-4652-b02b-ab138e481ec0,transcript_audio_059b7c41-6e5b-4652-b02b-ab138e481ec0_1763175722454.txt,431345112,003Vq00000YQw83IAD,70597315,001Vq00000Ro7ehIAB,audio,salesloft,2025-11-04T22:11:34.453Z,252000
b5b9ef45-938f-4dde-9646-202ce4958235,transcript_audio_b5b9ef45-938f-4dde-9646-202ce4958235_1763175724100.txt,423146341,003fh000001myFAAAY,68119390,001fh000003pfL2AAI,audio,salesloft,2025-11-04T21:59:49.434Z,157000
b99d1169-5083-44fd-b264-41149d81195c,transcript_audio_b99d1169-5083-44fd-b264-41149d81195c_1763175725425.txt,423145820,003fh000002KTXoAAO,68118988,001fh000004lepMAAQ,audio,salesloft,2025-11-04T21:34:36.378Z,160000
b6160b2f-5512-4e48-9ea9-d5fe858df43c,transcript_audio_b6160b2f-5512-4e48-9ea9-d5fe858df43c_1763175726957.txt,423145738,003fh000001myScAAI,68118888,001fh000003pp8wAAA,audio,salesloft,2025-11-04T21:11:09.139Z,172000
a695f780-56ae-4ef6-8a15-a5ecc78b7915,transcript_audio_a695f780-56ae-4ef6-8a15-a5ecc78b7915_1763175728387.txt,423145716,003Vq00000SfsNhIAJ,68118891,001Vq00000RnIK9IAN,audio,salesloft,2025-11-04T20:56:40.686Z,305000
fa826ab2-924f-417b-acc2-12d7a03b6756,transcript_video_fa826ab2-924f-417b-acc2-12d7a03b6756_1763175729653.txt,423146866,003fh000002Q2Y9AAK,,,video,zoom,2025-11-04T18:02:14.783Z,3532000
78dfdf63-8997-4db8-86a0-9f44bcb28fec,transcript_audio_78dfdf63-8997-4db8-86a0-9f44bcb28fec_1763175732972.txt,431706059,003Vq00000YcSz3IAF,70694652,001Vq00000Ro8CMIAZ,audio,salesloft,2025-11-03T21:47:50.857Z,193000
789830f1-25d8-46a4-a175-ab5d3d1e1968,transcript_audio_789830f1-25d8-46a4-a175-ab5d3d1e1968_1763175734263.txt,423146182,003Vq00000SeqSrIAJ,68119253,001Vq00000Ro81gIAB,audio,salesloft,2025-11-03T21:42:14.564Z,129000
d8e85343-f6f9-4c10-b1cf-578fbb99bf4a,transcript_audio_d8e85343-f6f9-4c10-b1cf-578fbb99bf4a_1763175735771.txt,423146177,003Vq00000SeP1DIAV,68119241,001Vq00000Ro8A2IAJ,audio,salesloft,2025-11-03T21:24:48.889Z,287000
36cf30bf-57d6-4241-a085-dbacb818e0e8,transcript_audio_36cf30bf-57d6-4241-a085-dbacb818e0e8_1763175737169.txt,423145831,003fh000002Ka6EAAS,68118988,001fh000004lepMAAQ,audio,salesloft,2025-11-03T20:37:36.847Z,179000
da9afd74-64e9-437b-9570-72e2e5cd4965,transcript_audio_da9afd74-64e9-437b-9570-72e2e5cd4965_1763175738558.txt,423145873,003fh000002OXpkAAG,68119031,001fh000004vNTtAAM,audio,salesloft,2025-11-03T20:23:51.823Z,176000
4507c8d1-dfb2-40f6-87e7-d65c4e9c90c7,transcript_audio_4507c8d1-dfb2-40f6-87e7-d65c4e9c90c7_1763175739856.txt,423145658,003fh000002OQV0AAO,68118834,001Vq00000Rb50RIAR,audio,salesloft,2025-11-03T20:21:26.587Z,124000
f15e736a-6877-4054-a3b4-6f7441588149,transcript_audio_f15e736a-6877-4054-a3b4-6f7441588149_1763175741423.txt,423145827,003fh000002F9WWAA0,68118993,001fh000004aXCvAAM,audio,salesloft,2025-11-03T20:09:45.395Z,163000
d5b2cd06-adaf-4d75-9149-588f769bce16,transcript_audio_d5b2cd06-adaf-4d75-9149-588f769bce16_1763175742839.txt,423146048,,68119143,001Vq00000Ro7phIAB,audio,salesloft,2025-11-03T19:43:32.405Z,232000
665da577-5d4b-4c22-8f86-a1247612c2e7,transcript_audio_665da577-5d4b-4c22-8f86-a1247612c2e7_1763175744175.txt,423145703,003Vq00000SfVz0IAF,68118903,001Vq00000RnLdoIAF,audio,salesloft,2025-11-03T19:09:17.682Z,445000
59c6f45c-c32d-4422-a335-586ca809e801,transcript_audio_59c6f45c-c32d-4422-a335-586ca809e801_1763175745601.txt,423145880,003fh000002OY93AAG,68119032,001fh000004vSDNAA2,audio,salesloft,2025-11-03T18:52:14.363Z,127000
aaad693e-8756-41a8-b282-28396907dd31,transcript_audio_aaad693e-8756-41a8-b282-28396907dd31_1763175746965.txt,423145869,003fh000002OXg3AAG,68119016,001fh000004uwQbAAI,audio,salesloft,2025-10-31T21:52:34.224Z,158000
c0334915-31e0-425f-b0f6-acc26709b426,transcript_audio_c0334915-31e0-425f-b0f6-acc26709b426_1763175748506.txt,423145873,003fh000002OXpkAAG,68119031,001fh000004vNTtAAM,audio,salesloft,2025-10-31T21:20:13.469Z,152000
07283eeb-599c-4f9d-854e-dbc13f7dd430,transcript_audio_07283eeb-599c-4f9d-854e-dbc13f7dd430_1763175750041.txt,423145880,003fh000002OY93AAG,68119032,001fh000004vSDNAA2,audio,salesloft,2025-10-31T21:08:38.203Z,120000
79f1f216-68a1-4162-bfd2-cd68332303a4,transcript_audio_79f1f216-68a1-4162-bfd2-cd68332303a4_1763175751427.txt,423145742,003fh000001myV0AAI,68118913,001fh000003ppBaAAI,audio,salesloft,2025-10-31T20:20:01.636Z,138000
62f18e4c-a720-46af-8736-a98c643a0817,transcript_audio_62f18e4c-a720-46af-8736-a98c643a0817_1763175752960.txt,423145829,003fh000002F8mXAAS,68118994,001fh000004b4okAAA,audio,salesloft,2025-10-31T16:23:34.779Z,183000
4d854dc4-d8f6-469b-a3aa-0f0054b0aa6e,transcript_audio_4d854dc4-d8f6-469b-a3aa-0f0054b0aa6e_1763175754438.txt,423145776,003fh000001myN8AAI,68118958,001fh000003pp5fAAA,audio,salesloft,2025-10-30T20:10:14.129Z,413000
b1321057-deac-4b59-88f6-ca27f237d370,transcript_audio_b1321057-deac-4b59-88f6-ca27f237d370_1763175755778.txt,423145769,003fh000002F0FzAAK,68118930,001fh000004afiOAAQ,audio,salesloft,2025-10-30T20:02:18.365Z,127000
a2079144-42e9-4f28-b48e-0e421c8123c1,transcript_audio_a2079144-42e9-4f28-b48e-0e421c8123c1_1763175757192.txt,423145788,003fh000002F2QCAA0,68118961,001fh000004aWOzAAM,audio,salesloft,2025-10-30T19:20:50.307Z,136000
6188b5e0-504c-47f5-b38e-bd76bf521bbe,transcript_audio_6188b5e0-504c-47f5-b38e-bd76bf521bbe_1763175758676.txt,423146118,003Vq00000SfRH4IAN,68119195,001Vq00000Ro7o7IAB,audio,salesloft,2025-10-30T17:46:13.281Z,159000
